TMALPI_LH,Magnetizing Prayer,༄༅། །དབང་སྡུད་གསོལ་འདེབས།
TMCNG4_LH,Cutting through the Four Demons in Absolute Space In Praise of Machik Labdrön,༄༅། །མ་གཅིག་ལབ་སྒྲོན་ལ་བསྟོད་པ་བདུད་བཞི་དབྱིངས་གཅོད་ཅེས་བྱ་བ་བཞུགས་སོ།།
TM4F0Q_LH,The Aspiration of the Vajradhātu Maṇḍala,༄༅། །སྨོན་ལམ་ཕྱོགས་བཅུ་དུས་བཞིའི་མ།
TMYLV7_LH,"Concise Offering of the Body From the Root Text of the Heart Accomplishment of the Guru Tukdrup, The Essential Manual of Oral Instructions (Shaldam Nyingjang) Actual Offering of the Body",༄༅། །ཐུགས་སྒྲུབ་ཞལ་གདམས་སྙིང་བྱང་ལས། ལུས་ཀྱི་མཆོད་སྦྱིན་བཞུགས།
TMNDY9_LH,The Confession of Downfalls from the Great Compassionate One’s Lotus Uṣṇīṣa 1,༄༅། །ཐུགས་རྗེ་ཆེན་པོ་པདྨ་གཙུག་གཏོར་ལས་བྱུང་བའི་ལྟུང་བཤགས།
TMIONQ_LH,The Lament of Rudra,༄༅། །རུ་ཏྲའི་སྨྲེ་བཤགས་བཞུགས་སོ།
TMPWJN_LH,A Concise and Essential Offering Ritual for the Guardians of the Doctrine from The Wish-Fulfilling Jewel Guru Heart-Practice,༄༅། །བླ་མའི་ཐུགས་སྒྲུབ་ཡིད་བཞིན་ནོར་བུ་ལས། གཏེར་སྲུང་མཆོད་པའི་ཕྲིན་ལས་མདོར་བསྡུས་སྙིང་པོར་དྲིལ་བ་བཞུགས་སོ། །
TMI95X_LH,Guru Yoga Based on the Dü Sum Sangyé Prayer Taking Refuge The Visualization The Invocation The Eight-Branch Offering The Accumulation The Dissolution The Dedication,༄༅། །དུས་སངས་མའི་བླ་མའི་རྣལ་འབྱོར།
TM11VI_LH,The Unifying Practice of the Prayer 1 The Visualization Taking Refuge Generating Bodhicitta The Ten-Line Seven-Branch Offering 5 The Prayer The Mantra Recitation The Recitation Visualization,༄༅། །གསོལ་འདེབས་དྲིལ་སྒྲུབ་བཞུགས་སོ། །
TMD4C7_LH,Song of the Illusory Display The Lineage Prayer for the Heart-Essence of the Deathless Lake-Born Vajra,༄༅། །འཆི་མེད་མཚོ་སྐྱེས་སྙིང་ཏིག་གི་བརྒྱུད་པའི་གསོལ་འདེབས་སྒྱུ་འཕྲུལ་རོལ་མོ་བཞུགས་སོ། །
TMFYF4_LH,"Splendid Treasure of Twofold Accomplishment The Lineage Prayer for The Guru’s Heart Practice, Wish-Fulfilling Jewel",༄༅། །བླ་མའི་ཐུགས་སྒྲུབ་ཡིད་བཞིན་ནོར་བུ་ལས། བརྒྱུད་པའི་གསོལ་འདེབས་གྲུབ་གཉིས་དཔྱིད་སྟེར་ཞེས་བྱ་བ།
TMWCNW_LH,A Garland of Utpala Flowers Prayer to the Masters of the Lineage of Zabtik Drolchok,༄༅། །དགོངས་གཏེར་སྒྲོལ་མའི་བརྒྱུད་འདེབས་ཨུཏྤ་ལའི་ཕྲེང་བ་བཞུགས།
TMK1ET_LH,The Prayer Which Removes All Obstacles from the Path (Barché Lamsel) Gyalwé Dungdzin 1 Mawé Sengé Kyéchok Tsul Zang Dükyi Shéchen Dzam Ling Gyen Chok Pemajungné Khyépar Pakpé Rigdzin Dzütrul Thuchen Dorjé Drakpo Tsal Kalden Drendzé Rakṣa Tötreng Guru Dechen Gyalpo,༃ གསོལ་འདེབས་བར་ཆད་ལམ་སེལ་བཞུགས༔
TMYQ8D_LH,The Prayer in Six Vajra Lines,༄༅། །རྡོ་རྗེའི་ཚིག་རྐང་དྲུག་གི་གསོལ་འདེབས།
TMFZOR_LH,"The Prayer to Guru Rinpoche that Spontaneously Fulfils All Wishes (Sampa Lhundrupma) From The Guru’s Heart Practice: The Wish-Fulfilling Jewel Wish-Fulfilling Jewel, Guru of Great Bliss Guru Chemchok Guru Padma, King of Healing Guru Mighty King of Wealth Gods Guru Powerful King of Yidams Guru King Who Fulfils the Hopes of the Practitioners Guru Sovereign of the Warrior Kiṃkaras Guru Victorious Master over the Four Elements Guru Mighty Exorcizer of Evil Spirits Guru Vajra Armour Guru Purifier of the Pain of Rebirth Guru Conqueror over the Delusion of the Bardo Guru Dispeller of the Suffering of Dying Guru Refuge of the Six Classes of Beings",༁ྃ༔ ༔བླ་མའི་ཐུགས་སྒྲུབ་ཡིད་བཞིན་ནོར་བུ་ལས༔ གསོལ་འདེབས་བསམ་པ་ལྷུན་གྲུབ་བཞུགས་སོ༔
TM17Q1_LH,The Testament Prayer to Orgyen Rinpoche,༁ྃ༔ ཨོ་རྒྱན་རིན་པོ་ཆེའི་ཞལ་ཆེམས་གསོལ་འདེབས༔
TMDAJT_LH,Three-Name Prayer to Chokgyur Lingpa 1,༄༅། །མཆོག་གླིང་མཚན་གསུམ་ལྡན་གྱི་གསོལ་འདེབས།
TM89JP_LH,The Secret Practice of Dorjé Draktsal According to the Trio of the Guru’s Heart Practices from the Rituals of Profound Interdependence I. The Preliminary Stages II. The Stages of the Main Part III. The Concluding Stages,༁ྃ༔  ༔ཟབ་མོ་རྟེན་འབྲེལ་ཆོ་ག་ལས༔ བླ་མའི་ཐུགས་སྒྲུབ་སྐོར་གསུམ་གྱི༔ གསང་སྒྲུབ་རྡོ་རྗེ་དྲག་རྩལ་བཞུགས༔
TMM51M_LH,The Single-Page Practice of the Guru of Great Bliss,༄༅། །གུ་རུ་བདེ་བ་ཆེན་པོའི་སྒྲུབ་ཐབས་ཤོག་གཅིག་མ་བཞུགས་སོ། །
TMZ22Q_LH,Concise Daily Practice of Vajrasattva Refuge & Bodhicitta Main Part Mantra Recitation Dedication,༄༅། །རྡོར་སེམས་རྒྱུན་ཁྱེར་མདོར་བསྡུས་བཞུགས། །
TMU99X_LH,"Liberation Through Training in the Realm of Amitābha, Boundless Light 1",༄༅། །སྣང་བ་མཐའ་ཡས་ཀྱི་ཞིང་སྦྱོང་སྒོམ་གྲོལ།
TMHIKU_LH,The Extremely Secret Unelaborate Daily Sādhana for the Heart Practice of the Great Demon-Slayer The Preliminaries: Taking Refuge & Generating Bodhicitta The Main Part: The Visualization and Recitation The Protection The Conclusion: The Dissolution and Dedication,༄༅། །ཐུགས་སྒྲུབ་བདུད་ཀྱི་གཤེད་ཆེན་གྱི་ཡང་གསང་སྤྲོས་མེད་རྒྱུན་ཁྱེར་བཞུགས།
TMAL53_LH,"The Chariot Bound for Sukhāvatī, the Blissful Realm A Liturgy for Cultivating Buddha Amitābha’s Pure Realm I. The Preliminaries A. Preparations to Be Made Before Beginning the Ritual B. The Preparatory Rituals 1. Taking Refuge 2. Generating Bodhicitta 3. A Supplementary Consecration of the Place and Articles II. The Main Part A. Visualizing the Field of Accumulation Extending the Invitation Bathing the Buddhas Offering Them a Bath Drying Their Bodies Offering Clothes and Ornaments Requesting Them to Be Seated B. Gathering the Accumulations 1. Offering the Seven Branches a. Paying Homage b. Presenting Offerings 3. Performing the Remaining Branches of Confessing Misdeeds and the Rest Confession Rejoicing Imploring the Buddhas to Turn the Wheel of Dharma Requesting the Buddhas Not to Enter Nirvāṇa Dedication 2. Invoking Their Wisdom Hearts Through Recitation a. Performing the Recitation Activity The Recitation Visualization 3. Training in the Visualizations for Cultivating the Pure Realm C. Making Aspirations III. The Concluding Rituals A. Making Thanksgiving Offerings 1. Prostration 2. Offering 3. Confession 4. Rejoicing 5. Imploring the Buddhas to Turn the Wheel of Dharma 6. Requesting the Buddhas Not to Enter Nirvāṇa 7. Dedication B. The Dissolution Practice C. Dedication, Aspirations, and Prayers for Auspiciousness",༄༅། །བཅོམ་ལྡན་འདས་མགོན་པོ་འོད་དཔག་ཏུ་མེད་པའི་སངས་རྒྱས་ཀྱི་ཞིང་ཡོངས་སུ་སྦྱོང་བའི་ཆོ་ག་བདེ་བ་ཅན་དུ་བགྲོད་པའི་ཤིང་རྟ།
TMO57X_LH,"The Essence of Cintāmaṇi A Daily Practice of the Great Compassionate One, Wish-fulfilling Wheel I. The Preliminaries II. The Main Part III. The Conclusion",༄༅། །ཐུགས་རྗེ་ཆེན་པོ་ཡིད་བཞིན་འཁོར་ལོའི་རྒྱུན་ཁྱེར་ཙིནྟཱ་མ་ཎིའི་སྙིང་པོ་ཞེས་བྱ་བ་བཞུགས་སོ། །
TMDSVN_LH,White and Red Sur Offerings That Are Very Easy to Apply White Sur Red Sur Elaborate Aspiration,༄༅། །གསུར་མཆོད་དཀར་དམར་ཤིན་ཏུ་ཁྱེར་བདེ་བཞུགས་སོ། །
TMVJEO_LH,Vajrakīla Tsok Prayer from 'The Essential Drop of Enlightened Activity: A Tsok Offering for the Single-Mudrā Form of Vajrakumāra' 1,༄༅། །གསང་ཐིག་སྐོར་གསུམ། རྡོ་རྗེ་གཞོན་ནུ་ཕྱག་རྒྱ་གཅིག་པའི་ཚོགས་མཆོད་ཕྲིན་ལས་བཅུད་ཐིག་ལས།
TMEVQ4_LH,Cloud-Banks of the Two Accumulations A Feast Offering Including The Six Vajra Lines Prayer to Be Practiced with Any Guru Sādhana,༄༅། །གུ་རུའི་བླ་སྒྲུབ་སྤྱིའི་ཚོགས་མཆོད་རྡོ་རྗེའི་ཚིག་རྐང་དང་འབྲེལ་བ་ཚོགས་གཉིས་སྤྲིན་ཕུང་བཞུགས།
TMBGLC_LH,"The New Glorious Bestower of Immortality 1 A Long-Life Practice and Empowerment that Unites the Oral, Treasure and Visionary Teachings 1.1. Setting up a Shrine 1.2. The Approach: The Self-Visualization 1.3. The Accomplishment of the Practice of the Front Visualisation 2. The Long-Life Blessing for the Disciples 3. The Daily Practice",༄༅། །བཀའ་གཏེར་དག་སྣང་ཟུང་འཇུག་གི་ཚེ་སྒྲུབ་ཚེ་དབང་དང་བཅས་པ་ཉེ་བརྒྱུད་འཆི་མེད་དཔལ་སྟེར་གསར་པ་བཞུགས་སོ། །
TMKF24_LH,"The Sādhana and Empowerment for the Extremely Close Lineage of the Long-Life Practice that Unites the Oral, Treasure and Visionary Teachings",༄༅། །བཀའ་གཏེར་དག་སྣང་ཟུང་དུ་འབྲེལ་བའི་ཚེ་སྒྲུབ་ཤིན་ཏུ་ཉེ་བརྒྱུད་ཀྱི་སྒྲུབ་ཐབས་དབང་ཆོག་དང་བཅས་པ་བཞུགས་སོ། །
TMOA48_LH,The Sweet-Sounding Song that Fulfils All Aims A Prayer to Noble Tārā Combined with Her Root Mantra,༄༅།  །འཕགས་མ་སྒྲོལ་མ་ལ་རྩ་སྔགས་དང་སྦྱར་བའི་སྒོ་ནས་གསོལ་བ་འདེབས་པ་དོན་ཀུན་གྲུབ་པའི་དབྱངས་སྙན་ཞེས་བྱ་བ་བཞུགས་སོ།།
TMJBVT_LH,Words of Advice on Accomplishing Immortality An Extremely Concise Daily Practice Uniting the Short Lineages of Amitāyus and Hayagrīva Refuge and Bodhicitta Visualization Invocation and Mantra Conclusion,༄༅། །ཉེ་བརྒྱུད་ཚེ་རྟ་ཟུང་འབྲེལ་གྱི་རྒྱུན་ཁྱེར་ཤིན་ཏུ་བསྡུས་པ་འཆི་མེད་གྲུབ་པའི་ཞལ་ལུང་ཞེས་བྱ་བ་བཞུགས་སོ། །
TMVURZ_LH,Bestower of the Light of Intelligence A Prayer to the Lineage of the Profound Sādhana Based Upon the Praise to Venerable Mañjughoṣa,༄༅། །རྗེ་བཙུན་འཇམ་པའི་དབྱངས་ཀྱི་བསྟོད་སྒྲུབ་ཟབ་མོའི་བླ་མ་བརྒྱུད་པའི་གསོལ་འདེབས་བློ་གྲོས་སྣང་སྟེར་ཞེས་བྱ་བ་བཞུགས་སོ། །
TMRGV9_LH,"Prayer to Mañjuśrī, the Lion of Speech",༄༅། །སྨྲ་སེང་གསོལ་འདེབས་བཞུགས།
TM8DNM_LH,The Praise to Mañjuśrī: Glorious Wisdom’s Excellent Qualities,༄༅། །དཔལ་ཡེ་ཤེས་ཡོན་ཏན་བཟང་པོ་ཞེས་བྱ་བའི་བསྟོད་པ།
TM6SRT_LH,Rituals for the Blue-Clad Vajrapāṇi,༄༅། །འཕགས་པ་ལག་ན་རྡོ་རྗེ་གོས་སྔོན་པོ་ཅན་གྱི་ཆོ་ག་ཞེས་བྱ་བའི་གཟུངས་བཞུགས་སོ། །
TMDOBD_LH,The Method of Accomplishment of Ārya Avalokiteśvara The Practice of Great Compassion & Mahāmudrā in Union,༄༅། །ཐུགས་རྗེ་ཆེན་པོ་དང་ཕྱག་རྒྱ་ཆེན་པོ་ཟུང་འཇུག་ཏུ་ཉམས་སུ་ལེན་ཚུལ་བཞུགས།
TMV56E_LH,For the Maṇi Reciter of Kham,༄༅། །ཁམས་པ་མ་ཎི་བའི་དོན་དུ།
TMV8B2_LH,Concise Seven-Heap Maṇḍala Offering Extremely Concise Offering Verses,༄༅། །མཎྜལ་བསྡུས་པ་ཚོམ་བུ་བདུན་པ།
TMIJ73_LH,Prayer to Jetsün Tārā for the Fulfilment of Wishes,༄༅། །རྗེ་བཙུན་སྒྲོལ་མ་ལ་འདོད་དོན་གསོལ་འདེབས།
TMQ9RB_LH,Praise of Noble Avalokiteśvara,༄༅། །འཕགས་པ་སྤྱན་རས་གཟིགས་དབང་ཕྱུག་ལ་བསྟོད་པ།
TMIZTW_LH,Seven-Branch Offering to Tārā 1. Prostration 2. Offering 3. Confession 4. Rejoicing 5. Imploring the Buddhas to Turn the Wheel of Dharma 6. Requesting the Buddhas Not to Enter nirvāṇa 7. Dedication,༄༅། །སྒྲོལ་མའི་ཡན་ལག་བདུན་པ་བཞུགས།
